State,StateAbbreviation,County,WetDry,FreezeNoFreeze,WetDry2,FreezeNoFreeze2
Alabama,AL,,Wet,NoFreeze
Alaska,AK,,Dry,Freeze,Wet,Freeze
Arizona,AZ,Apache,Dry,Freeze
,AZ,Cochise,Dry,NoFreeze
,AZ,Coconino,Dry,Freeze
,AZ,Gila,Dry,NoFreeze
,AZ,Graham,Dry,NoFreeze
,AZ,Greenlee,Dry,NoFreeze
,AZ,La Paz,Dry,NoFreeze
,AZ,Maricopa,Dry,NoFreeze
,AZ,Mohave,Dry,NoFreeze
,AZ,Navajo,Dry,Freeze
,AZ,Pima,Dry,NoFreeze
,AZ,Pinal,Dry,NoFreeze
,AZ,Santa Cruz,Dry,NoFreeze
,AZ,Yavapai,Dry,NoFreeze
,AZ,Yuma,Dry,NoFreeze
Arkansas,AR,,Wet,NoFreeze
California,CA,Alameda,Dry,NoFreeze
,CA,Alpine,Dry,Freeze
,CA,Amador,Dry,Freeze
,CA,Butte,Dry,Freeze
,CA,Calaveras,Dry,Freeze
,CA,Colusa,Dry,Freeze
,CA,Contra Costa,Dry,NoFreeze
,CA,Del Norte,Wet,NoFreeze
,CA,El Dorado,Dry,Freeze
,CA,Fresno,Dry,NoFreeze
,CA,Glenn,Dry,Freeze
,CA,Humboldt,Wet,NoFreeze
,CA,Imperial,Dry,NoFreeze
,CA,Inyo,Dry,Freeze
,CA,Kern,Dry,NoFreeze
,CA,Kings,Dry,NoFreeze
,CA,Lake,Dry,NoFreeze
,CA,Lassen,Dry,Freeze
,CA,Los Angeles,Dry,NoFreeze
,CA,Madera,Dry,Freeze
,CA,Marin,Dry,NoFreeze
,CA,Mariposa,Dry,Freeze
,CA,Mendocino,Dry,NoFreeze
,CA,Merced,Dry,NoFreeze
,CA,Modoc,Dry,Freeze
,CA,Mono,Dry,Freeze
,CA,Monterey,Dry,NoFreeze
,CA,Napa,Dry,NoFreeze
,CA,Nevada,Dry,Freeze
,CA,Orange,Dry,NoFreeze
,CA,Placer,Dry,Freeze
,CA,Plumas,Dry,Freeze
,CA,Riverside,Dry,NoFreeze
,CA,Sacramento,Dry,NoFreeze
,CA,San Benito,Dry,NoFreeze
,CA,San Bernardino,Dry,NoFreeze
,CA,San Diego,Dry,NoFreeze
,CA,San Francisco,Dry,NoFreeze
,CA,San Joaquin,Dry,NoFreeze
,CA,San Luis Obispo,Dry,NoFreeze
,CA,San Mateo,Dry,NoFreeze
,CA,Santa Barbara,Dry,NoFreeze
,CA,Santa Clara,Dry,NoFreeze
,CA,Santa Cruz,Dry,NoFreeze
,CA,Shasta,Dry,Freeze
,CA,Sierra,Dry,Freeze
,CA,Siskiyou,Dry,Freeze
,CA,Solano,Dry,NoFreeze
,CA,Sonoma,Dry,NoFreeze
,CA,Stanislaus,Dry,NoFreeze
,CA,Sutter,Dry,Freeze
,CA,Tehama,Dry,Freeze
,CA,Trinity,Dry,Freeze
,CA,Tulare,Dry,Freeze
,CA,Tuolumne,Dry,Freeze
,CA,Ventura,Dry,NoFreeze
,CA,Yolo,Dry,Freeze
,CA,Yuba,Dry,Freeze
Colorado,CO,,Dry,Freeze
Connecticut,CT,,Wet,Freeze
Delaware,DE,,Wet,Freeze
Florida,FL,,Wet,NoFreeze
Georgia,GA,,Wet,NoFreeze
Hawaii,HI,,Wet,NoFreeze
Idaho,ID,,Dry,Freeze
Illinois,IL,,Wet,Freeze
Indiana,IN,,Wet,Freeze
Iowa,IA,,Wet,Freeze
Kansas,KS,,Dry,Freeze
Kentucky,KY,,Wet,Freeze
Louisiana,LA,,Wet,NoFreeze
Maine,ME,,Wet,Freeze
Maryland,MD,,Wet,Freeze
Massachusetts,MA,,Wet,Freeze
Michigan,MI,,Wet,Freeze
Minnesota,MN,,Wet,Freeze
Mississippi,MS,,Wet,NoFreeze
Missouri,MO,,Wet,Freeze
Montana,MT,,Dry,Freeze
Nebraska,NE,,Dry,Freeze
Nevada,NV,Churchill,Dry,Freeze
,NV,Clark,Dry,NoFreeze
,NV,Douglas,Dry,Freeze
,NV,Elko,Dry,Freeze
,NV,Esmeralda,Dry,Freeze
,NV,Eureka,Dry,Freeze
,NV,Humboldt,Dry,Freeze
,NV,Lander,Dry,Freeze
,NV,Lincoln,Dry,Freeze
,NV,Lyon,Dry,Freeze
,NV,Mineral,Dry,Freeze
,NV,Nye,Dry,Freeze
,NV,Pershing,Dry,Freeze
,NV,Storey,Dry,Freeze
,NV,Washoe,Dry,Freeze
,NV,White Pine,Dry,Freeze
New Hampshire,NH,,Wet,Freeze
New Jersey,NJ,,Wet,Freeze
New Mexico,NM,Bernalillo,Dry,NoFreeze
,NM,Catron,Dry,NoFreeze
,NM,Chaves,Dry,NoFreeze
,NM,Cibola,Dry,NoFreeze
,NM,Colfax,Dry,Freeze
,NM,Curry,Dry,NoFreeze
,NM,De Baca,Dry,NoFreeze
,NM,Doa Ana,Dry,NoFreeze
,NM,Eddy,Dry,NoFreeze
,NM,Grant,Dry,NoFreeze
,NM,Guadalupe,Dry,NoFreeze
,NM,Harding,Dry,NoFreeze
,NM,Hidalgo,Dry,NoFreeze
,NM,Lea,Dry,NoFreeze
,NM,Lincoln,Dry,NoFreeze
,NM,Los Alamos,Dry,Freeze
,NM,Luna,Dry,NoFreeze
,NM,McKinley,Dry,Freeze
,NM,Mora,Dry,Freeze
,NM,Otero,Dry,NoFreeze
,NM,Quay,Dry,NoFreeze
,NM,Rio Arriba,Dry,Freeze
,NM,Roosevelt,Dry,NoFreeze
,NM,San Juan,Dry,Freeze
,NM,San Miguel,Dry,NoFreeze
,NM,Sandoval,Dry,NoFreeze
,NM,Dona Ana,Dry,NoFreeze
,NM,Santa Fe,Dry,NoFreeze
,NM,Sierra,Dry,NoFreeze
,NM,Socorro,Dry,NoFreeze
,NM,Taos,Dry,Freeze
,NM,Torrance,Dry,NoFreeze
,NM,Union,Dry,NoFreeze
,NM,Valencia,Dry,NoFreeze
New York,NY,,Wet,Freeze
North Carolina,NC,,Wet,NoFreeze
North Dakota,ND,,Dry,Freeze
Ohio,OH,,Wet,Freeze
Oklahoma,OK,Adair,Wet,NoFreeze
,,Alfalfa,Wet,NoFreeze
